source_file,data_type,source_sheet,source_range,source_row,source_cell,date_source_cell,date_range,forecast_date,time_period,time_period_year,time_period_month,forecast_series,resin_index_type,resin_index_level,sourcing_country,value_source_column,value_source_header_cell,value,raw_value_text,formula,forecast_horizon_month,forecast_growth_factor,forecast_uncapped_value,forecast_guardrail_cap_pct,forecast_formula
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1387.6644911800727,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,0.9408590134322283,1387.6644911800727,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1323.5289548114379,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,0.9408590134322283,1323.5289548114379,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1269.7438084495711,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,0.9408590134322283,1269.7438084495711,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1219.6769369087885,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,0.9408590134322283,1219.6769369087885,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade DEL Brazil Assessment Domestic Full Market Range Weekly (Mid) : USD/tonne,ICIS Brazil DEL Domestic Mid,Mid,Brazil,D,D18,1188.9522449661458,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,0.9408590134322283,1188.9522449661458,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,G19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,799.5,799.5,799.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,G20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,803.1,803.1,803.1,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,G21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,786.3,786.3,786.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,G22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,745.6,745.6,745.6,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,G23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,775.0,775.0,775,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,G24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,793.1,793.1,793.1,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,G25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,781.9,781.9,781.9,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,G26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,774.0,774.0,774,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,G27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,765.0,765.0,765,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,G28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,752.0,752.0,752,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,G29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,748.8,748.8,748.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,G30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,756.3,756.3,756.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,G31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,818.1,818.1,818.1,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,G32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,838.3,838.3,838.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,G33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,1111.3,1111.3,1111.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,G34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,1191.9,1191.9,1191.9,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,1096.5480000000002,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,1.269750317717911,984.0564962313811,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,1008.8241600000002,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,1.269750317717911,1007.0389769820753,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,992.8177734236345,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,1.269750317717911,992.8177734236345,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,982.7867459136631,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,1.269750317717911,982.7867459136631,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,971.358993054202,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,1.269750317717911,971.358993054202,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,954.8522389238691,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,1.269750317717911,954.8522389238691,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,950.7890379071717,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,1.269750317717911,950.7890379071717,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade FOB China Assessment Spot 4-12 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS China FOB Mid,Mid,China,G,G18,960.3121652900561,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,1.269750317717911,960.3121652900561,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,H19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,990.5,990.5,990.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,H20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,991.9,991.9,991.9,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,H21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,988.8,988.8,988.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,H22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,986.9,986.9,986.9,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,H23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,990.0,990.0,990,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,H24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1002.5,1002.5,1002.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,H25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1004.4,1004.4,1004.4,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,H26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1010.5,1010.5,1010.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,H27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1006.3,1006.3,1006.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,H28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1003.0,1003.0,1003,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,H29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,997.5,997.5,997.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,H30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,969.4,969.4,969.4,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,H31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,981.9,981.9,981.9,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,H32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,976.9,976.9,976.9,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,H33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1286.3,1286.3,1286.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,H34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1416.3,1416.3,1416.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1302.996,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,1.178041143199357,1166.2607317673633,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1198.7563200000002,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,1.178041143199357,1180.9862460573554,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1183.224524229434,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,1.178041143199357,1183.224524229434,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1190.4105752029502,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,1.178041143199357,1190.4105752029502,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1185.4628024015128,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,1.178041143199357,1185.4628024015128,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade FOB India Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS India FOB Mid,Mid,India,H,H18,1181.575266628955,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,1.178041143199357,1181.575266628955,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
