source_file,data_type,source_sheet,source_range,source_row,source_cell,date_source_cell,date_range,forecast_date,time_period,time_period_year,time_period_month,forecast_series,resin_index_type,resin_index_level,sourcing_country,value_source_column,value_source_header_cell,value,raw_value_text,formula,forecast_horizon_month,forecast_growth_factor,forecast_uncapped_value,forecast_guardrail_cap_pct,forecast_formula
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,J19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,944.0,944.0,944,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,J20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,963.8,963.8,963.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,J21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,970.0,970.0,970,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,J22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,950.0,950.0,950,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,J23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,957.0,957.0,957,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,J24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,955.0,955.0,955,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,J25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,965.0,965.0,965,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,J26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,963.0,963.0,963,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,J27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,946.3,946.3,946.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,J28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,945.0,945.0,945,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,J29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,925.0,925.0,925,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,J30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,906.3,906.3,906.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,J31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,926.3,926.3,926.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,J32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,960.0,960.0,960,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,J33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1248.8,1248.8,1248.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,J34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1413.8,1413.8,1413.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1300.696,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,1.1882351200053438,1137.141009845114,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1196.64032,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,1.1882351200053438,1134.7645396051034,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1146.6468908051568,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,1.1882351200053438,1146.6468908051568,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1144.2704205651462,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,1.1882351200053438,1144.2704205651462,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1124.4268940610568,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,1.1882351200053438,1124.4268940610568,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1122.8821884050499,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,1.1882351200053438,1122.8821884050499,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1099.117486004943,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,1.1882351200053438,1099.117486004943,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade FOB South Korea Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS South Korea FOB Mid,Mid,South Korea,J,J18,1076.897489260843,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,1.1882351200053438,1076.897489260843,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,19,K19,B19,Jan-2025,2025-01-01,January 2025,2025,1,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1027.5,1027.5,1027.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,20,K20,B20,Feb-2025,2025-02-01,February 2025,2025,2,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1037.5,1037.5,1037.5,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,21,K21,B21,Mar-2025,2025-03-01,March 2025,2025,3,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1040.0,1040.0,1040,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,22,K22,B22,Apr-2025,2025-04-01,April 2025,2025,4,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1020.0,1020.0,1020,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,23,K23,B23,May-2025,2025-05-01,May 2025,2025,5,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1027.0,1027.0,1027,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,24,K24,B24,Jun-2025,2025-06-01,June 2025,2025,6,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1021.3,1021.3,1021.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,25,K25,B25,Jul-2025,2025-07-01,July 2025,2025,7,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1020.0,1020.0,1020,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,26,K26,B26,Aug-2025,2025-08-01,August 2025,2025,8,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1012.0,1012.0,1012,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,27,K27,B27,Sep-2025,2025-09-01,September 2025,2025,9,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,991.3,991.3,991.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,28,K28,B28,Oct-2025,2025-10-01,October 2025,2025,10,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,990.0,990.0,990,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,29,K29,B29,Nov-2025,2025-11-01,November 2025,2025,11,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,985.0,985.0,985,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,30,K30,B30,Dec-2025,2025-12-01,December 2025,2025,12,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,966.3,966.3,966.3,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,31,K31,B31,Jan-2026,2026-01-01,January 2026,2026,1,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1005.0,1005.0,1005,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,32,K32,B32,Feb-2026,2026-02-01,February 2026,2026,2,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1015.0,1015.0,1015,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,33,K33,B33,Mar-2026,2026-03-01,March 2026,2026,3,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1318.8,1318.8,1318.8,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Actual,ICIS Price History,B18:L34,34,K34,B34,Apr-2026,2026-04-01,April 2026,2026,4,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1479.4,1479.4,1479.4,,,,,
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,May-2026,2026-05-01,May 2026,2026,5,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1361.0480000000002,,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",1,1.1687211306831846,1200.2766012116306,0.08,"Forecast May 2026 = MIN(MAX(Actual May 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jun-2026,2026-06-01,June 2026,2026,6,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1252.1641600000003,,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",2,1.1687211306831846,1193.6148907667364,0.08,"Forecast June 2026 = MIN(MAX(Actual June 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Jul-2026,2026-07-01,July 2026,2026,7,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1192.0955532968483,,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",3,1.1687211306831846,1192.0955532968483,0.08,"Forecast July 2026 = MIN(MAX(Actual July 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Aug-2026,2026-08-01,August 2026,2026,8,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1182.745784251383,,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",4,1.1687211306831846,1182.745784251383,0.08,"Forecast August 2026 = MIN(MAX(Actual August 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Sep-2026,2026-09-01,September 2026,2026,9,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1158.5532568462409,,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",5,1.1687211306831846,1158.5532568462409,0.08,"Forecast September 2026 = MIN(MAX(Actual September 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Oct-2026,2026-10-01,October 2026,2026,10,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1157.0339193763527,,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",6,1.1687211306831846,1157.0339193763527,0.08,"Forecast October 2026 = MIN(MAX(Actual October 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Nov-2026,2026-11-01,November 2026,2026,11,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1151.190313722937,,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",7,1.1687211306831846,1151.190313722937,0.08,"Forecast November 2026 = MIN(MAX(Actual November 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
Index Fprecast\Market Research Index\ICIS Dashboard Price History 2026-05-13 202724.xls,Forecast,ICIS Price History,B18:L34 forecast,,,,Dec-2026,2026-12-01,December 2026,2026,12,PET Bottle Grade FOB Taiwan Assessment Spot 2-6 Weeks Full Market Range Weekly (Mid) : USD/tonne,ICIS Taiwan FOB Mid,Mid,Taiwan,K,K18,1129.3352285791611,,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025).",8,1.1687211306831846,1129.3352285791611,0.08,"Forecast December 2026 = MIN(MAX(Actual December 2025 * Growth Factor, Prior Value * (1 - 8%)), Prior Value * (1 + 8%)); Growth Factor = AVERAGE(Actual Jan-Apr 2026 / Actual Jan-Apr 2025)."
